"subj" "expt" "item" "condition" "pos" "word" "correct" "rt" "spillover" "so" "rcpos"
"410" 12 "e1" 14 "a" "7" "髒" "-" 293 278 -1 "-1"
"411" 12 "e1" 14 "a" "8" "身上" "-" 298 293 -1 "-1"
"412" 12 "e1" 14 "a" "9" "也" "-" 273 298 -1 "-1"
"413" 12 "e1" 14 "a" "10" "有股" "-" 298 273 -1 "-1"
"414" 12 "e1" 14 "a" "11" "怪" "-" 308 298 -1 "-1"
"415" 12 "e1" 14 "a" "12" "味道" "-" 323 308 -1 "-1"
"416" 12 "e1" 14 "a" "?" "N" "0" 2756 323 -1 "-1"
"417" 12 "e1" 8 "c" "0" "歌手" "-" 314 2756 1 "1"
"418" 12 "e1" 8 "c" "1" "羨慕" "-" 334 314 1 "2"
"419" 12 "e1" 8 "c" "2" "的" "-" 338 334 1 "3"
"420" 12 "e1" 8 "c" "3" "演員" "-" 555 338 1 "4"
"421" 12 "e1" 8 "c" "4" "想" "-" 348 555 1 "5"
"422" 12 "e1" 8 "c" "5" "往" "-" 268 348 1 "-1"
"423" 12 "e1" 8 "c" "6" "其他" "-" 329 268 1 "-1"
"424" 12 "e1" 8 "c" "7" "方面" "-" 984 329 1 "-1"
"425" 12 "e1" 8 "c" "8" "發展" "-" 373 984 1 "-1"
"426" 12 "e1" 8 "c" "9" "可是" "-" 339 373 1 "-1"
"427" 12 "e1" 8 "c" "10" "沒有" "-" 369 339 1 "-1"
"428" 12 "e1" 8 "c" "11" "機會" "-" 485 369 1 "-1"
"429" 12 "e1" 8 "c" "?" "Y" "0" 1601 485 1 "-1"
"430" 12 "e1" 20 "c" "0" "司機" "-" 319 1601 1 "1"
"431" 12 "e1" 20 "c" "1" "抱怨" "-" 435 319 1 "2"
"432" 12 "e1" 20 "c" "2" "的" "-" 333 435 1 "3"
"433" 12 "e1" 20 "c" "3" "乘客" "-" 384 333 1 "4"
"434" 12 "e1" 20 "c" "4" "總是" "-" 349 384 1 "5"
"435" 12 "e1" 20 "c" "5" "大聲" "-" 328 349 1 "-1"
"436" 12 "e1" 20 "c" "6" "喧嘩" "-" 424 328 1 "-1"
"437" 12 "e1" 20 "c" "7" "很" "-" 384 424 1 "-1"
"438" 12 "e1" 20 "c" "8" "令人" "-" 329 384 1 "-1"
"439" 12 "e1" 20 "c" "9" "受不了" "-" 530 329 1 "-1"
"440" 12 "e1" 20 "c" "?" "N" "1" 2081 530 1 "-1"
"441" 12 "e1" 16 "c" "0" "寡婦" "-" 360 2081 1 "1"
"442" 12 "e1" 16 "c" "1" "嘲笑" "-" 354 360 1 "2"
"443" 12 "e1" 16 "c" "2" "的" "-" 308 354 1 "3"
"444" 12 "e1" 16 "c" "3" "老處女" "-" 540 308 1 "4"
"445" 12 "e1" 16 "c" "4" "很想交" "-" 605 540 1 "5"
"446" 12 "e1" 16 "c" "5" "男朋友" "-" 338 605 1 "-1"
"447" 12 "e1" 16 "c" "6" "整天" "-" 530 338 1 "-1"
"448" 12 "e1" 16 "c" "7" "要人" "-" 333 530 1 "-1"
"449" 12 "e1" 16 "c" "8" "幫" "-" 414 333 1 "-1"
"450" 12 "e1" 16 "c" "9" "她" "-" 399 414 1 "-1"
"451" 12 "e1" 16 "c" "10" "做媒" "-" 1670 399 1 "-1"
"452" 12 "e1" 16 "c" "?" "N" "1" 3260 1670 1 "-1"
"453" 13 "e1" 7 "c" "0" "老太太" "-" 657 3260 1 "1"
"454" 13 "e1" 7 "c" "1" "遇見" "-" 611 657 1 "2"
"455" 13 "e1" 7 "c" "2" "的" "-" 563 611 1 "3"
"456" 13 "e1" 7 "c" "3" "女孩" "-" 472 563 1 "4"
"457" 13 "e1" 7 "c" "4" "頭髮" "-" 725 472 1 "5"
"458" 13 "e1" 7 "c" "5" "很長" "-" 591 725 1 "-1"
"459" 13 "e1" 7 "c" "6" "而且" "-" 455 591 1 "-1"
"460" 13 "e1" 7 "c" "7" "也" "-" 263 455 1 "-1"
"461" 13 "e1" 7 "c" "8" "長的" "-" 299 263 1 "-1"
"462" 13 "e1" 7 "c" "9" "很" "-" 329 299 1 "-1"
"463" 13 "e1" 7 "c" "10" "漂亮" "-" 335 329 1 "-1"
"464" 13 "e1" 7 "c" "?" "N" "1" 1384 335 1 "-1"
"465" 13 "e1" 5 "a" "0" "不喜歡" "-" 431 1384 -1 "1"
"466" 13 "e1" 5 "a" "1" "店員" "-" 509 431 -1 "2"
"467" 13 "e1" 5 "a" "2" "的" "-" 531 509 -1 "3"
"468" 13 "e1" 5 "a" "3" "經理" "-" 527 531 -1 "4"
"469" 13 "e1" 5 "a" "4" "站在" "-" 656 527 -1 "5"
"470" 13 "e1" 5 "a" "5" "門口" "-" 518 656 -1 "-1"
"471" 13 "e1" 5 "a" "6" "招攬" "-" 280 518 -1 "-1"
"472" 13 "e1" 5 "a" "7" "生意" "-" 385 280 -1 "-1"
"473" 13 "e1" 5 "a" "?" "Y" "1" 2892 385 -1 "-1"
"474" 13 "e1" 13 "a" "0" "很" "-" 492 2892 -1 "-1"
"475" 13 "e1" 13 "a" "1" "受不了" "-" 461 492 -1 "1"
"476" 13 "e1" 13 "a" "2" "鋼琴師" "-" 364 461 -1 "2"
"477" 13 "e1" 13 "a" "3" "的" "-" 371 364 -1 "3"
"478" 13 "e1" 13 "a" "4" "小提琴家" "-" 601 371 -1 "4"
"479" 13 "e1" 13 "a" "5" "脾氣" "-" 988 601 -1 "5"
"480" 13 "e1" 13 "a" "6" "不好" "-" 449 988 -1 "-1"
"481" 13 "e1" 13 "a" "7" "對人" "-" 303 449 -1 "-1"
"482" 13 "e1" 13 "a" "8" "大吼" "-" 560 303 -1 "-1"
"483" 13 "e1" 13 "a" "9" "大叫" "-" 515 560 -1 "-1"
"484" 13 "e1" 13 "a" "?" "N" "0" 1606 515 -1 "-1"
"485" 13 "e1" 9 "a" "0" "拜訪" "-" 544 1606 -1 "1"
"486" 13 "e1" 9 "a" "1" "大伯" "-" 532 544 -1 "2"
"487" 13 "e1" 9 "a" "2" "的" "-" 428 532 -1 "3"
"488" 13 "e1" 9 "a" "3" "鄰居" "-" 369 428 -1 "4"
"489" 13 "e1" 9 "a" "4" "家境" "-" 333 369 -1 "5"
"490" 13 "e1" 9 "a" "5" "不好" "-" 2703 333 -1 "-1"
"491" 13 "e1" 9 "a" "6" "常" "-" 293 2703 -1 "-1"
"492" 13 "e1" 9 "a" "7" "需要" "-" 258 293 -1 "-1"
"493" 13 "e1" 9 "a" "8" "朋友" "-" 460 258 -1 "-1"
"494" 13 "e1" 9 "a" "9" "幫忙" "-" 293 460 -1 "-1"
"495" 13 "e1" 9 "a" "?" "N" "1" 1471 293 -1 "-1"
"496" 13 "e1" 17 "a" "0" "威脅" "-" 526 1471 -1 "1"
"497" 13 "e1" 17 "a" "1" "流氓" "-" 384 526 -1 "2"
"498" 13 "e1" 17 "a" "2" "的" "-" 313 384 -1 "3"
"499" 13 "e1" 17 "a" "3" "逃犯" "-" 258 313 -1 "4"
"500" 13 "e1" 17 "a" "4" "害怕" "-" 616 258 -1 "5"
"501" 13 "e1" 17 "a" "5" "被" "-" 1967 616 -1 "-1"
"502" 13 "e1" 17 "a" "6" "警察" "-" 349 1967 -1 "-1"
"503" 13 "e1" 17 "a" "7" "抓" "-" 298 349 -1 "-1"
"504" 13 "e1" 17 "a" "8" "整天" "-" 253 298 -1 "-1"
"505" 13 "e1" 17 "a" "9" "提心" "-" 369 253 -1 "-1"
"506" 13 "e1" 17 "a" "10" "吊膽" "-" 315 369 -1 "-1"
"507" 13 "e1" 17 "a" "?" "Y" "0" 5886 315 -1 "-1"
"508" 13 "e1" 3 "c" "0" "教授" "-" 400 5886 1 "1"
"509" 13 "e1" 3 "c" "1" "認識" "-" 475 400 1 "2"
"510" 13 "e1" 3 "c" "2" "的" "-" 535 475 1 "3"
"511" 13 "e1" 3 "c" "3" "作家" "-" 424 535 1 "4"
"512" 13 "e1" 3 "c" "4" "很" "-" 399 424 1 "5"
"513" 13 "e1" 3 "c" "5" "有名" "-" 414 399 1 "-1"
"514" 13 "e1" 3 "c" "6" "著作" "-" 388 414 1 "-1"
"515" 13 "e1" 3 "c" "7" "也" "-" 379 388 1 "-1"
"516" 13 "e1" 3 "c" "8" "很多" "-" 323 379 1 "-1"
"517" 13 "e1" 3 "c" "?" "Y" "1" 2434 323 1 "-1"
"518" 13 "e1" 15 "c" "0" "明星" "-" 462 2434 1 "1"
"519" 13 "e1" 15 "c" "1" "愛上" "-" 457 462 1 "2"
"520" 13 "e1" 15 "c" "2" "的" "-" 349 457 1 "3"
"521" 13 "e1" 15 "c" "3" "詩人" "-" 375 349 1 "4"
"522" 13 "e1" 15 "c" "4" "充滿" "-" 459 375 1 "5"
"523" 13 "e1" 15 "c" "5" "不切實際" "-" 267 459 1 "-1"
"524" 13 "e1" 15 "c" "6" "的" "-" 994 267 1 "-1"
"525" 13 "e1" 15 "c" "7" "幻想" "-" 242 994 1 "-1"
"526" 13 "e1" 15 "c" "8" "整天" "-" 278 242 1 "-1"
"527" 13 "e1" 15 "c" "9" "作" "-" 298 278 1 "-1"
"528" 13 "e1" 15 "c" "10" "白日夢" "-" 253 298 1 "-1"
"529" 13 "e1" 15 "c" "?" "Y" "1" 1309 253 1 "-1"
"530" 13 "e1" 1 "a" "0" "質疑" "-" 506 1309 -1 "1"
"531" 13 "e1" 1 "a" "1" "助教" "-" 571 506 -1 "2"
"532" 13 "e1" 1 "a" "2" "的" "-" 424 571 -1 "3"
"533" 13 "e1" 1 "a" "3" "學生" "-" 248 424 -1 "4"
"534" 13 "e1" 1 "a" "4" "很" "-" 288 248 -1 "5"
"535" 13 "e1" 1 "a" "5" "不" "-" 278 288 -1 "-1"
"536" 13 "e1" 1 "a" "6" "高興" "-" 333 278 -1 "-1"
"537" 13 "e1" 1 "a" "7" "所以" "-" 303 333 -1 "-1"
"538" 13 "e1" 1 "a" "8" "四處" "-" 308 303 -1 "-1"
"539" 13 "e1" 1 "a" "9" "投訴" "-" 384 308 -1 "-1"
"540" 13 "e1" 1 "a" "?" "Y" "1" 1047 384 -1 "-1"
"541" 13 "e1" 19 "c" "0" "居民" "-" 309 1047 1 "1"
"542" 13 "e1" 19 "c" "1" "協助" "-" 283 309 1 "2"
"543" 13 "e1" 19 "c" "2" "的" "-" 338 283 1 "3"
"544" 13 "e1" 19 "c" "3" "軍官" "-" 374 338 1 "4"
"545" 13 "e1" 19 "c" "4" "收傷" "-" 278 374 1 "5"
"546" 13 "e1" 19 "c" "5" "了" "-" 505 278 1 "-1"
"547" 13 "e1" 19 "c" "6" "被" "-" 243 505 1 "-1"
"548" 13 "e1" 19 "c" "7" "送往" "-" 253 243 1 "-1"
"549" 13 "e1" 19 "c" "8" "醫院" "-" 439 253 1 "-1"
"550" 13 "e1" 19 "c" "?" "N" "1" 1460 439 1 "-1"
"563" 14 "e1" 20 "a" "0" "抱怨" "-" 319 1460 -1 "1"
"564" 14 "e1" 20 "a" "1" "司機" "-" 328 319 -1 "2"
"565" 14 "e1" 20 "a" "2" "的" "-" 278 328 -1 "3"
"566" 14 "e1" 20 "a" "3" "乘客" "-" 283 278 -1 "4"
"567" 14 "e1" 20 "a" "4" "總是" "-" 409 283 -1 "5"
"568" 14 "e1" 20 "a" "5" "大聲" "-" 479 409 -1 "-1"
"569" 14 "e1" 20 "a" "6" "喧嘩" "-" 1160 479 -1 "-1"
"570" 14 "e1" 20 "a" "7" "很" "-" 328 1160 -1 "-1"
"571" 14 "e1" 20 "a" "8" "令人" "-" 358 328 -1 "-1"
"572" 14 "e1" 20 "a" "9" "受不了" "-" 480 358 -1 "-1"
"573" 14 "e1" 20 "a" "?" "N" "1" 1587 480 -1 "-1"
"574" 14 "e1" 14 "c" "0" "屠夫" "-" 290 1587 1 "1"
"575" 14 "e1" 14 "c" "1" "瞧不起" "-" 424 290 1 "2"
"576" 14 "e1" 14 "c" "2" "的" "-" 261 424 1 "3"
"577" 14 "e1" 14 "c" "3" "清潔工" "-" 338 261 1 "4"
"578" 14 "e1" 14 "c" "4" "衣服" "-" 242 338 1 "5"
"579" 14 "e1" 14 "c" "5" "總是" "-" 1367 242 1 "-1"
"580" 14 "e1" 14 "c" "6" "很" "-" 379 1367 1 "-1"
"581" 14 "e1" 14 "c" "7" "髒" "-" 349 379 1 "-1"
"582" 14 "e1" 14 "c" "8" "身上" "-" 989 349 1 "-1"
"583" 14 "e1" 14 "c" "9" "也" "-" 303 989 1 "-1"
"584" 14 "e1" 14 "c" "10" "有股" "-" 263 303 1 "-1"
"585" 14 "e1" 14 "c" "11" "怪" "-" 263 263 1 "-1"
"586" 14 "e1" 14 "c" "12" "味道" "-" 440 263 1 "-1"
"587" 14 "e1" 14 "c" "?" "Y" "1" 1662 440 1 "-1"
"588" 14 "e1" 18 "c" "0" "富豪" "-" 304 1662 1 "1"
"589" 14 "e1" 18 "c" "1" "邀請" "-" 329 304 1 "2"
"590" 14 "e1" 18 "c" "2" "的" "-" 273 329 1 "3"
"591" 14 "e1" 18 "c" "3" "官員" "-" 298 273 1 "4"
"592" 14 "e1" 18 "c" "4" "心懷" "-" 283 298 1 "5"
"593" 14 "e1" 18 "c" "5" "不軌" "-" 303 283 1 "-1"
"594" 14 "e1" 18 "c" "6" "但是" "-" 288 303 1 "-1"
"595" 14 "e1" 18 "c" "7" "善於" "-" 328 288 1 "-1"
"596" 14 "e1" 18 "c" "8" "隱藏" "-" 500 328 1 "-1"
"597" 14 "e1" 18 "c" "?" "N" "1" 2378 500 1 "-1"
"598" 14 "e1" 16 "a" "0" "嘲笑" "-" 269 2378 -1 "1"
"599" 14 "e1" 16 "a" "1" "寡婦" "-" 288 269 -1 "2"
"600" 14 "e1" 16 "a" "2" "的" "-" 293 288 -1 "3"
"601" 14 "e1" 16 "a" "3" "老處女" "-" 237 293 -1 "4"
"602" 14 "e1" 16 "a" "4" "很" "-" 293 237 -1 "5"
"603" 14 "e1" 16 "a" "5" "想" "-" 273 293 -1 "-1"
"604" 14 "e1" 16 "a" "6" "交" "-" 601 273 -1 "-1"
"605" 14 "e1" 16 "a" "7" "男朋友" "-" 308 601 -1 "-1"
"606" 14 "e1" 16 "a" "8" "整天" "-" 298 308 -1 "-1"
"607" 14 "e1" 16 "a" "9" "要人" "-" 308 298 -1 "-1"
"608" 14 "e1" 16 "a" "10" "幫" "-" 343 308 -1 "-1"
"609" 14 "e1" 16 "a" "11" "她" "-" 329 343 -1 "-1"
"610" 14 "e1" 16 "a" "12" "做媒" "-" 944 329 -1 "-1"
"611" 14 "e1" 16 "a" "?" "N" "1" 3567 944 -1 "-1"
"625" 14 "e1" 4 "a" "0" "讚美" "-" 279 3567 -1 "1"
"626" 14 "e1" 4 "a" "1" "聲樂家" "-" 293 279 -1 "2"
"627" 14 "e1" 4 "a" "2" "的" "-" 424 293 -1 "3"
"628" 14 "e1" 4 "a" "3" "指揮家" "-" 268 424 -1 "4"
"629" 14 "e1" 4 "a" "4" "很" "-" 217 268 -1 "5"
"630" 14 "e1" 4 "a" "5" "有天份" "-" 646 217 -1 "-1"
"631" 14 "e1" 4 "a" "6" "但是" "-" 813 646 -1 "-1"
"632" 14 "e1" 4 "a" "7" "也" "-" 403 813 -1 "-1"
"633" 14 "e1" 4 "a" "8" "很" "-" 395 403 -1 "-1"
"634" 14 "e1" 4 "a" "9" "驕傲" "-" 649 395 -1 "-1"
"635" 14 "e1" 4 "a" "?" "Y" "1" 1693 649 -1 "-1"
"636" 14 "e1" 8 "a" "0" "羨慕" "-" 299 1693 -1 "1"
"637" 14 "e1" 8 "a" "1" "歌手" "-" 242 299 -1 "2"
"638" 14 "e1" 8 "a" "2" "的" "-" 208 242 -1 "3"
"639" 14 "e1" 8 "a" "3" "演員" "-" 293 208 -1 "4"
"640" 14 "e1" 8 "a" "4" "想" "-" 248 293 -1 "5"
"641" 14 "e1" 8 "a" "5" "往" "-" 237 248 -1 "-1"
"642" 14 "e1" 8 "a" "6" "其他" "-" 868 237 -1 "-1"
"643" 14 "e1" 8 "a" "7" "方面" "-" 313 868 -1 "-1"
"644" 14 "e1" 8 "a" "8" "發展" "-" 288 313 -1 "-1"
"645" 14 "e1" 8 "a" "9" "可是" "-" 565 288 -1 "-1"
"646" 14 "e1" 8 "a" "10" "沒有" "-" 333 565 -1 "-1"
"647" 14 "e1" 8 "a" "11" "機會" "-" 661 333 -1 "-1"
"648" 14 "e1" 8 "a" "?" "Y" "0" 2055 661 -1 "-1"
"649" 14 "e1" 2 "c" "0" "老闆" "-" 264 2055 1 "1"
"650" 14 "e1" 2 "c" "1" "信任" "-" 237 264 1 "2"
"651" 14 "e1" 2 "c" "2" "的" "-" 238 237 1 "3"
"652" 14 "e1" 2 "c" "3" "工程師" "-" 203 238 1 "4"
"653" 14 "e1" 2 "c" "4" "工作" "-" 197 203 1 "5"
"654" 14 "e1" 2 "c" "5" "很" "-" 613 197 1 "-1"
"655" 14 "e1" 2 "c" "6" "認真" "-" 268 613 1 "-1"
"656" 14 "e1" 2 "c" "7" "效率" "-" 212 268 1 "-1"
"657" 14 "e1" 2 "c" "8" "又高" "-" 483 212 1 "-1"
"658" 14 "e1" 2 "c" "?" "Y" "1" 956 483 1 "-1"
"659" 14 "e1" 10 "c" "0" "郵差" "-" 214 956 1 "1"
"660" 14 "e1" 10 "c" "1" "撞到" "-" 227 214 1 "2"
"661" 14 "e1" 10 "c" "2" "的" "-" 273 227 1 "3"
"662" 14 "e1" 10 "c" "3" "送花童" "-" 252 273 1 "4"
"663" 14 "e1" 10 "c" "4" "背著" "-" 596 252 1 "5"
"664" 14 "e1" 10 "c" "5" "很多" "-" 240 596 1 "-1"
"665" 14 "e1" 10 "c" "6" "東西" "-" 223 240 1 "-1"
"666" 14 "e1" 10 "c" "7" "走路" "-" 264 223 1 "-1"
"667" 14 "e1" 10 "c" "8" "東倒西歪" "-" 217 264 1 "-1"
"668" 14 "e1" 10 "c" "?" "N" "1" 4414 217 1 "-1"
"669" 14 "e1" 6 "c" "0" "市長" "-" 254 4414 1 "1"
"670" 14 "e1" 6 "c" "1" "打擾" "-" 207 254 1 "2"
"671" 14 "e1" 6 "c" "2" "的" "-" 253 207 1 "3"
"672" 14 "e1" 6 "c" "3" "議員" "-" 223 253 1 "4"
"673" 14 "e1" 6 "c" "4" "整天" "-" 212 223 1 "5"
"674" 14 "e1" 6 "c" "5" "講電話" "-" 272 212 1 "-1"
"675" 14 "e1" 6 "c" "6" "因為" "-" 237 272 1 "-1"
"676" 14 "e1" 6 "c" "7" "事情" "-" 742 237 1 "-1"
"677" 14 "e1" 6 "c" "8" "多" "-" 364 742 1 "-1"
"678" 14 "e1" 6 "c" "?" "Y" "0" 1441 364 1 "-1"
"679" 15 "e1" 5 "c" "0" "店員" "-" 980 1441 1 "1"
"680" 15 "e1" 5 "c" "1" "不喜歡" "-" 772 980 1 "2"
"681" 15 "e1" 5 "c" "2" "的" "-" 641 772 1 "3"
"682" 15 "e1" 5 "c" "3" "經理" "-" 1170 641 1 "4"
"683" 15 "e1" 5 "c" "4" "站在" "-" 1740 1170 1 "5"
"684" 15 "e1" 5 "c" "5" "門口" "-" 752 1740 1 "-1"
"685" 15 "e1" 5 "c" "6" "招攬" "-" 580 752 1 "-1"
"686" 15 "e1" 5 "c" "7" "生意" "-" 1226 580 1 "-1"
"687" 15 "e1" 5 "c" "?" "N" "0" 4869 1226 1 "-1"
"688" 15 "e1" 17 "c" "0" "流氓" "-" 531 4869 1 "1"
"689" 15 "e1" 17 "c" "1" "威脅" "-" 631 531 1 "2"
"690" 15 "e1" 17 "c" "2" "的" "-" 454 631 1 "3"
"691" 15 "e1" 17 "c" "3" "逃犯" "-" 535 454 1 "4"
"692" 15 "e1" 17 "c" "4" "害怕" "-" 2657 535 1 "5"
"693" 15 "e1" 17 "c" "5" "被" "-" 489 2657 1 "-1"
"694" 15 "e1" 17 "c" "6" "警察" "-" 419 489 1 "-1"
"695" 15 "e1" 17 "c" "7" "抓" "-" 490 419 1 "-1"
"696" 15 "e1" 17 "c" "8" "整天" "-" 833 490 1 "-1"
"697" 15 "e1" 17 "c" "9" "提心" "-" 721 833 1 "-1"
"698" 15 "e1" 17 "c" "10" "吊膽" "-" 459 721 1 "-1"
"699" 15 "e1" 17 "c" "?" "N" "1" 3518 459 1 "-1"
"700" 15 "e1" 1 "c" "0" "助教" "-" 597 3518 1 "1"
"701" 15 "e1" 1 "c" "1" "質疑" "-" 600 597 1 "2"
"702" 15 "e1" 1 "c" "2" "的" "-" 404 600 1 "3"
"703" 15 "e1" 1 "c" "3" "學生" "-" 368 404 1 "4"
"704" 15 "e1" 1 "c" "4" "很" "-" 394 368 1 "5"
"705" 15 "e1" 1 "c" "5" "不" "-" 369 394 1 "-1"
"706" 15 "e1" 1 "c" "6" "高興" "-" 489 369 1 "-1"
"707" 15 "e1" 1 "c" "7" "所以" "-" 485 489 1 "-1"
"708" 15 "e1" 1 "c" "8" "四處" "-" 489 485 1 "-1"
"709" 15 "e1" 1 "c" "9" "投訴" "-" 470 489 1 "-1"
"710" 15 "e1" 1 "c" "?" "Y" "1" 3563 470 1 "-1"
"711" 15 "e1" 9 "c" "0" "大伯" "-" 496 3563 1 "1"
"712" 15 "e1" 9 "c" "1" "拜訪" "-" 933 496 1 "2"
"713" 15 "e1" 9 "c" "2" "的" "-" 651 933 1 "3"
"714" 15 "e1" 9 "c" "3" "鄰居" "-" 419 651 1 "4"
"715" 15 "e1" 9 "c" "4" "家境" "-" 566 419 1 "5"
"716" 15 "e1" 9 "c" "5" "不好" "-" 505 566 1 "-1"
"717" 15 "e1" 9 "c" "6" "常" "-" 552 505 1 "-1"
"718" 15 "e1" 9 "c" "7" "需要" "-" 626 552 1 "-1"
"719" 15 "e1" 9 "c" "8" "朋友" "-" 635 626 1 "-1"
"720" 15 "e1" 9 "c" "9" "幫忙" "-" 495 635 1 "-1"
"721" 15 "e1" 9 "c" "?" "N" "1" 1339 495 1 "-1"
"734" 15 "e1" 15 "a" "0" "愛上" "-" 491 1339 -1 "1"
"735" 15 "e1" 15 "a" "1" "明星" "-" 389 491 -1 "2"
"736" 15 "e1" 15 "a" "2" "的" "-" 376 389 -1 "3"
"737" 15 "e1" 15 "a" "3" "詩人" "-" 384 376 -1 "4"
"738" 15 "e1" 15 "a" "4" "充滿" "-" 419 384 -1 "5"
"739" 15 "e1" 15 "a" "5" "不切實際" "-" 549 419 -1 "-1"
"740" 15 "e1" 15 "a" "6" "的" "-" 474 549 -1 "-1"
"741" 15 "e1" 15 "a" "7" "幻想" "-" 474 474 -1 "-1"
"742" 15 "e1" 15 "a" "8" "整天" "-" 454 474 -1 "-1"
"743" 15 "e1" 15 "a" "9" "作" "-" 807 454 -1 "-1"
"744" 15 "e1" 15 "a" "10" "白日夢" "-" 525 807 -1 "-1"
"745" 15 "e1" 15 "a" "?" "Y" "1" 931 525 -1 "-1"
"746" 15 "e1" 7 "a" "0" "遇見" "-" 365 931 -1 "1"
"747" 15 "e1" 7 "a" "1" "老太太" "-" 601 365 -1 "2"
"748" 15 "e1" 7 "a" "2" "的" "-" 348 601 -1 "3"
"749" 15 "e1" 7 "a" "3" "女孩" "-" 328 348 -1 "4"
"750" 15 "e1" 7 "a" "4" "頭髮" "-" 676 328 -1 "5"
"751" 15 "e1" 7 "a" "5" "很長" "-" 636 676 -1 "-1"
"752" 15 "e1" 7 "a" "6" "而且" "-" 419 636 -1 "-1"
"753" 15 "e1" 7 "a" "7" "也" "-" 358 419 -1 "-1"
"754" 15 "e1" 7 "a" "8" "長的" "-" 339 358 -1 "-1"
"755" 15 "e1" 7 "a" "9" "很" "-" 409 339 -1 "-1"
"756" 15 "e1" 7 "a" "10" "漂亮" "-" 434 409 -1 "-1"
"757" 15 "e1" 7 "a" "?" "N" "1" 1036 434 -1 "-1"
"758" 15 "e1" 19 "a" "0" "協助" "-" 400 1036 -1 "1"
"759" 15 "e1" 19 "a" "1" "居民" "-" 464 400 -1 "2"
"760" 15 "e1" 19 "a" "2" "的" "-" 384 464 -1 "3"
"761" 15 "e1" 19 "a" "3" "軍官" "-" 429 384 -1 "4"
"762" 15 "e1" 19 "a" "4" "收傷" "-" 1084 429 -1 "5"
"763" 15 "e1" 19 "a" "5" "了" "-" 434 1084 -1 "-1"
"764" 15 "e1" 19 "a" "6" "被" "-" 485 434 -1 "-1"
"765" 15 "e1" 19 "a" "7" "送往" "-" 772 485 -1 "-1"
"766" 15 "e1" 19 "a" "8" "醫院" "-" 565 772 -1 "-1"
"767" 15 "e1" 19 "a" "?" "N" "1" 1779 565 -1 "-1"
"768" 15 "e1" 3 "a" "0" "認識" "-" 405 1779 -1 "1"
"769" 15 "e1" 3 "a" "1" "教授" "-" 500 405 -1 "2"
"770" 15 "e1" 3 "a" "2" "的" "-" 520 500 -1 "3"
"771" 15 "e1" 3 "a" "3" "作家" "-" 505 520 -1 "4"
"772" 15 "e1" 3 "a" "4" "很" "-" 1124 505 -1 "5"
"773" 15 "e1" 3 "a" "5" "有名" "-" 545 1124 -1 "-1"
"774" 15 "e1" 3 "a" "6" "著作" "-" 757 545 -1 "-1"
"775" 15 "e1" 3 "a" "7" "也" "-" 354 757 -1 "-1"
"776" 15 "e1" 3 "a" "8" "很多" "-" 404 354 -1 "-1"
"777" 15 "e1" 3 "a" "?" "Y" "1" 3149 404 -1 "-1"
"778" 15 "e1" 13 "c" "0" "鋼琴師" "-" 506 3149 1 "-1"
"779" 15 "e1" 13 "c" "1" "很" "-" 520 506 1 "1"
"780" 15 "e1" 13 "c" "2" "受不了" "-" 747 520 1 "2"
"781" 15 "e1" 13 "c" "3" "的" "-" 348 747 1 "3"
"782" 15 "e1" 13 "c" "4" "小提琴家" "-" 490 348 1 "4"
"783" 15 "e1" 13 "c" "5" "脾氣" "-" 580 490 1 "5"
"784" 15 "e1" 13 "c" "6" "不好" "-" 323 580 1 "-1"
"785" 15 "e1" 13 "c" "7" "對人" "-" 444 323 1 "-1"
"786" 15 "e1" 13 "c" "8" "大吼" "-" 379 444 1 "-1"
"787" 15 "e1" 13 "c" "9" "大叫" "-" 404 379 1 "-1"
"788" 15 "e1" 13 "c" "?" "Y" "1" 709 404 1 "-1"
"803" 16 "e1" 4 "c" "0" "聲樂家" "-" 294 709 1 "1"
"804" 16 "e1" 4 "c" "1" "讚美" "-" 454 294 1 "2"
"805" 16 "e1" 4 "c" "2" "的" "-" 444 454 1 "3"
"806" 16 "e1" 4 "c" "3" "指揮家" "-" 1079 444 1 "4"
"807" 16 "e1" 4 "c" "4" "很" "-" 489 1079 1 "5"
"808" 16 "e1" 4 "c" "5" "有" "-" 515 489 1 "-1"
"809" 16 "e1" 4 "c" "6" "天份" "-" 399 515 1 "-1"
"810" 16 "e1" 4 "c" "7" "但是" "-" 510 399 1 "-1"
"811" 16 "e1" 4 "c" "8" "也" "-" 485 510 1 "-1"
"812" 16 "e1" 4 "c" "9" "很" "-" 429 485 1 "-1"
"813" 16 "e1" 4 "c" "10" "驕傲" "-" 1594 429 1 "-1"
"814" 16 "e1" 4 "c" "?" "Y" "1" 3528 1594 1 "-1"
"815" 16 "e1" 14 "a" "0" "瞧不起" "-" 395 3528 -1 "1"
"816" 16 "e1" 14 "a" "1" "屠夫" "-" 394 395 -1 "2"
"817" 16 "e1" 14 "a" "2" "的" "-" 363 394 -1 "3"
"818" 16 "e1" 14 "a" "3" "清潔工" "-" 576 363 -1 "4"
"819" 16 "e1" 14 "a" "4" "衣服" "-" 529 576 -1 "5"
"820" 16 "e1" 14 "a" "5" "總是" "-" 469 529 -1 "-1"
"821" 16 "e1" 14 "a" "6" "很" "-" 464 469 -1 "-1"
"822" 16 "e1" 14 "a" "7" "髒" "-" 520 464 -1 "-1"
